團,LGJF
輾,LNAE
輻,LGKL
輸,LWGJ
輷,LQYG
輴,LRFH
輳,LDWD
琗,GYWF
鲛,QGUQ
虢,EFHM
虣,GAHM
虧,HAWN
虫,JHNY
虬,JNN
虮,JMN
虯,JNHH
虱,NTJI
虵,JBN
虹,JAG
虺,GQJI
虻,JYNN
虼,JTNN
虽,KJU
虾,JGHY
虿,DNJU
虉,AGKO
虌,AUMV
虎,HAMV
虏,HALV
虐,HAAG
虑,HANI
虓,VHAM
虔,HAYI
處,HATM
虖,HATH
虚,HAOG
虜,HALL
虞,HAKD
凰,MRGD
闼,UDPI
酹,SGEF
酸,SGCT
浔,IVFY
酽,SGGD
浓,IPEY
浐,IUTT
酾,SGGY
浞,IKHY
酰,SGTQ
浜,IRGW
酲,SGKG
浚,ICWT
酴,SGWT
酷,SGTK
浙,IRRH
酩,SGQK
浇,IATQ
酪,SGTK
浃,IGUW
酯,SGXJ
流,IYCQ
酡,SGPX
浏,IYJH
酣,SGAF
酢,SGTF
酥,SGTY
酤,SGDG
浈,IHMY
海,ITXU
浴,|||||
酚,SGWV
酝,|||||
酞,SGDY
酑,SGGF
酐,SGFH
浼,IQKQ
酒,ISGG
浸,|||||
浹,IDWW
浦,IGEY
酈,GMYB
酋,USGF
酊,SGSH
配,SGNN
浣,IPFQ
酏,|||||
酎,SGFY
浮,IEBG
浯,IGKG
浬,IJFG
浪,IYVE
酆,DHDB
羣,VTKD
羡,UGUW
羧,UDCT
群,VTKD
羥,UDGA
義,UGTT
羯,UDJN
羲,UGTT
羰,UDMO
羶,UDYG
羴,UDUD
羸,YNKY
羹,UGOD
羿,NAJ
羼,NUDD
羽,NNYG
羁,LAFC
羆,LCEO
羇,LAFK
羅,LXWY
羊,UDJ
羈,LAFC
美,UGDU
羌,UDNB
羑,UGQY
羖,UDMC
羗,UDNC
羔,UGOU
羚,|||||
羞,UDNF
羟,UDCA
羝,UDQY
斯,ADWR
齐,YJJ
断,ONRH
临,JTYJ
斫,DRH
齔,HWWX
斩,LRH
斧,WQRJ
斥,RYI
斤,RTTH
齜,HWWX
齟,|||||
齁,THLK
施,YTBN
於,YWUY
斻,YTMN
齄,THLG
方,YYGN
斷,XXGR
齊,YVUF
新,USRH
斎,YJFI
斌,YGAH
斋,YDMJ
齷,HWWF
斈,YBF
齹,UDAB
斃,UMIX
齼,HWWH
齿,HWBJ
斟,ADWF
齠,HWWK
斜,WTUF
斛,QEUF
料,OUFH
齦,HWWE
斗,UFK
丫,UHK
斕,|||||
齪,HWWH
斓,YUGI
齬,HWWK
斑,GYGG
斐,DJDY
时,JFY
两,GMWW
垌,FMGK
丝,XXGF
垴,FYBH
垵,FPVG
丗,GKGD
鲍,|||||
垡,WAFF
不,GII
丌,GJK
垤,FGCF
菡,ABIB
填,FFHW
塭,FJLG
垦,VEFF
垧,FTMK
塥,FGKH
塤,FKMY
塹,LRFF
塼,FGJF
塾,YBVF
塲,FTJR
塵,YNJF
塋,OOPF
塊,FRQC
塍,EUDF
塌,FJNG
塏,FMGU
塄,FLYN
塙,FYMK
塘,FYVK
塝,FUPY
丁,SGH
塞,PFJF
塑,UBTF
塔,FAWK
膹,EFAM
膻,EYLG
膺,YWWE
膽,EQDY
膿,EMAE
膾,EWGJ
膳,EUDK
膩,EAFM
膨,EFKE
膪,EUPK
膯,EWGU
膠,|||||
膣,EPWF
膦,EOQH
膘,ESFI
膛,EIPF
膚,HALE
膝,ESWI
膜,EAJD
膑,EPRW
膗,EMWY
膈,EGKH
膊,EGEF
膏,YPKE
膀,EUPY
膂,YTEE
唔,KGKG
瘾,UBQN
唕,KRFH
鲅,QGDC
辑,LKBG
辐,LGKL
输,LWGJ
辕,LFKE
辔,XLXK
辗,LNAE
辖,LPDK
辙,LYCT
辘,|||||
辛,UYGH
辚,LOQH
辜,DUJ
辟,NKUH
辞,TDUH
辁,LWGG
较,LUQY
辂,LTKG
辅,LGEY
辄,LBNN
辇,FWFL
辆,LGMW
辉,IQPL
辈,DJDL
辋,LMUN
辊,LJXX
辍,LCCC
辏,LDWD
辎,LVLG
辱,DFEF
辰,DFEI
辳,SSDE
農,MADE
辵,EHU
边,LPV
辻,FPK
旄,YTTN
辽,BPK
达,DPI
辠,THUJ
辣,UGKI
辢,GKIU
辤,|||||
辦,ULUH
辩,UYUH
辨,UYTU
辫,UXUH
辭,ECMU
辯,UYUH
辮,UXIU
睻,HPGG
睹,HFTJ
睿,HPGH
睾,TLFF
睽,HWGD
睫,HGVH
睪,LFUF
睨,|||||
睬,HESY
督,HICH
睢,HWYG
睡,HTGF
睠,HUDB
睦,HFWF
睥,HRTF
睛,HGEG
睚,HDFF
睞,|||||
睑,HWGI
睐,HGOY
睃,HCWT
睁,HQVH
着,UDHF
睇,HUXT
阪,BRCY
阨,BDBN
阮,BFQN
阯,BHG
阢,BGQN
阡,BTFH
阧,BUFH
阻,BEGG
阿,BSKG
阼,BTHF
阽,BHKG
防,BYN
阳,BJG
阱,BFJH
阶,BWJH
阴,|||||
阵,BLH
阊,UJJD
阋,UVQV
阈,UAKG
阉,UDJN
阎,UQVD
阏,UYWU
阌,UEPC
阍,UQAJ
阂,UYNW
阃,ULSI
阀,UWAE
阁,UTKD
阆,UYVE
阄,UQJN
阅,UUKQ
阚,UNBT
阙,|||||
队,BWY
阜,WNNF
阒,UHDI
阐,UUJF
阑,UGLI
阖,UFCL
阗,UFHW
阔,UITD
阕,UWGD
儂,WMAE
儀,WUGT
儁,WWYM
儆,WAQT
儇,WLGE
億,WUJN
儋,WQDY
儈,|||||
儉,|||||
儌,WRYT
儍,WQOT
儒,WFDJ
儐,|||||
儗,WXTH
儔,WFNF
儕,WYVF
儘,WVHL
償,WIPM
儡,WLLL
優,WDET
儭,WUSQ
儲,WYFJ
儷,WGMX
儺,WAKY
儻,WIPO
儹,WTFM
儿,QTN
儼,WKKT
儽,WLLI
滙,IAWY
滚,IUCE
滛,IERM
滞,IGKH
滟,IDHC
滑,IMEG
滓,IPUH
滔,IEVG
滕,EUDI
滗,ITTN
滈,IYMK
滉,IJIQ
滋,IUXX
滌,IWHS
滎,OOPI
滏,|||||
滀,IYXL
滁,IBWT
滂,IUPY
滄,IWYK
滅,IDGT
滇,IFHW
滸,IYTF
滹,IHAH
滻,|||||
滿,IAMY
滲,ICCE
滴,IUMD
滷,IHLO
滨,IPRW
滩,ICWY
滬,IYNC
滮,IHAE
滯,IAQH
滠,IBCC
满,IAGW
滢,IAPY
滤,IHAN
滥,IJTL
滦,IYOS
笾,TLPU
旖,YTDK
蛩,AMYJ
蛮,YOJU
蛭,JGCF
蛤,JWGK
蛺,|||||
蛸,JIEG
蛹,JCEH
蛾,JTRT
蛲,JATQ
蛳,JJGH
蛰,RVYJ
蛱,JGUW
蛋,NHJU
蛉,JWYC
蛎,JDDN
蛏,JCFG
蛃,JGMW
蛀,JYGG
蛆,JEGG
蛇,JPXN
蛄,JDG
鬐,DEFJ
蛛,JRIY
蛘,JUDH
蛙,JFFG
蛞,JTDG
蛟,JUQY
蛐,JMAG
揄,RWGJ
蛔,JLKG
蛕,JDEG
穤,TFDJ
縧,XWHS
縣,HITI
縭,XYBC
縮,XPWJ
縩,XWFI
縫,XTDP
縴,XYXH
縵,XJLC
縶,FUFI
縷,XKGV
縱,XTWH
縲,XLXI
總,|||||
績,XGMY
縹,XSFI
縻,YSSI
縂,XUKN
縈,OOPI
縉,XGOJ
縊,XUWL
縋,XWNP
縐,|||||
縑,|||||
縝,XFHW
縟,XDFF
縚,XEVG
縛,XGEF
鳙,QGYH
鳘,TXGG
鳟,QGUF
攴,HCU
鳝,|||||
鳜,QGDW
改,NTY
攸,WHTY
鳑,QGUY
鳐,QGEM
鳗,QGJC
鳖,UMIG
鳕,QGFV
鳔,QGSI
攡,RYBY
鳊,QGYA
鳉,QGUF
攥,RTHI
鬈,DEUB
鳍,QGFJ
鳌,GQTG
鳃,QGLN
攫,RHHC
鳇,QGRG
攬,RAHQ
支,FCU
鳄,QGKN
攒,RTFM
攔,|||||
攖,RMMV
攙,RQKY
攘,RYKE
攛,RPWN
攝,RBBB
鳶,AWVO
鳴,|||||
攀,SQQR
鳩,VWVO
攅,RFWM
攄,|||||
攆,RFWL
鳣,QGYG
鳢,QGMU
攏,RUED
鬓,DEPW
矽,DQY
皎,RUQY
矿,DYT
矾,DMYY
矸,DFH
矴,DSH
矶,DMN
矱,TDAC
石,DGTG
短,TDGU
矬,TDWF
矯,|||||
矮,TDTV
矩,TDAN
矫,TDTJ
知,TDKG
矧,TDXH
矦,QDTD
矣,CTDU
矢,TDU
矜,CBTN
矛,CBTR
矚,HNIJ
矗,FHFH
矍,HHWC
皆,XXRF
矇,HAPE
矁,HTON
鑷,QBBB
鞭,AFWQ
鞮,AFJH
鞯,AFAB
鞩,AFIJ
鞫,AFQY
皂,RAB
鞠,AFQO
鞣,AFCS
鞽,AFTK
鞾,AFAF
鬥,HGGH
鬢,DEPM
鞴,AFAE
鞵,AFED
鑲,|||||
鞱,AFEV
鞲,AFFF
鞍,AFPV
鞏,AMYF
鞋,AFFF
鞅,AFMD
鞝,AFIK
鞞,AFRF
鞘,AFIE
懵,NALH
鞔,AFQQ
鬬,HGGR
鞒,AFTJ
皙,SRRF
皖,RPFQ
皓,RTFK
鑣,QYNO
楫,SKBG
忱,NPQN
念,WYNN
忻,NRH
忸,NNFG
忿,WVNU
忾,NRNN
忽,QRNU
忼,NYMN
鬾,RQCC
忡,NKHH
忠,KHNU
忧,NDNN
忤,NTFH
快,NNWY
忪,NWCY
懦,|||||
忭,NYHY
忒,ANI
忑,|||||
忐,HNU
志,FNU
忖,NFY
忙,NYNN
忘,YNNU
忝,GDNU
心,NYNY
隳,BDAN
忆,NNN
必,NTE
忉,NVN
忏,NTFH
忍,VYNU
忌,NNU
捨,RWFK
隹,WYG
鑌,QPGM
换,RQMD
隽,WYEB
鑄,QFNF
谛,YUPH
谚,YUTE
谙,YUJG
谘,YUQK
谟,YAJD
谞,YNHE
谝,YYNA
谜,YOPY
谓,YLEG
谒,YJQN
谑,YHAG
谐,YXXR
谗,YQKU
谖,YEFC
谕,YWGJ
谔,YKKN
谋,YAFS
谊,YPEG
谈,YOOY
谏,YGLI
捐,RKEG
谍,YANS
谌,YADN
俦,WDTF
谂,YWYN
谁,YWYG
谀,YVWY
谇,YYWF
谆,|||||
谅,YYIY
谄,YQVG
捎,RIEG
谿,EXDK
谳,YFMD
谲,YCBK
谱,YUOJ
谰,YUGI
谷,WWKF
谶,YWWG
谵,YQDY
谴,YKHP
谫,YUEV
谪,YUMD
谩,YJLC
谨,YAKG
谯,YWYO
谮,YAQJ
谭,YSJH
谬,YNWE
谣,YERM
谢,YTMF
谡,YLWT
谠,YIPQ
谧,YNTL
谦,YUVO
谥,YUWL
谤,YUPY
捉,RKHY
隘,BUWL
捅,RCEH
障,BUJH
蝭,JJGH
蝮,JTJT
蝯,JEFC
蝨,NFJJ
蝪,JJGR
醵,SGHE
蝤,JUSG
蝥,CBTJ
蝦,JNHC
蝠,JGKL
蝣,JYTB
蝼,JOVG
蝽,JDWJ
蝾,JAPS
蝸,JMNK
蝻,JFMF
蝴,JDEG
蝶,JANS
蝰,JDFF
蝱,YNJJ
蝲,JGKJ
蝌,JTUF
蝎,JJQN
蝈,JLGY
蝉,JUJF
蝇,JKJN
蝂,JTHC
蝜,JQMY
洙,IRIY
蝟,|||||
蝙,JYNA
蝚,JCBS
蝕,WPJY
蝗,JRGG
蝓,JWGJ
醻,SGFF
傅,WGEF
估,WDG
傀,WRQC
醢,SGDL
伴,WUFH
傌,WCY
傍,WUPY
伸,WJHH
傈,WSSY
伾,WGIG
伽,WLKG
似,WNYW
伢,WAHT
伡,WLH
传,WFNY
伧,WWBN
傑,|||||
伥,WTAY
洈,IQDB
傜,WERM
伪,WYLY
傘,WWWF
醮,SGWO
伭,WYXY
伬,WNYY
傥,WIPQ
休,WSY
傧,WPRW
众,WWWU
傣,WDWI
伛,WAQY
会,WFCU
伙,WOY
傯,WTLN
储,WYFJ
伞,WUHJ
傫,WLXI
傴,WAKK
債,WGMY
傶,WDHT
傷,WTJR
傰,|||||
傲,WGQT
傳,|||||
伋,WEYY
伊,WVTT
傾,WXDM
傿,WGHO
伏,WDY
伎,WFCY
傺,WWFI
傻,WTLT
湣,INAJ
湦,IJTG
湧,ICEL
湫,ITOY
湮,ISFG
洳,IVKG
湳,IFMF
湴,IUOG
赝,DWWM
醐,SGDE
湾,IYOX
湿,IJOG
醑,SGNE
湃,IRDF
保,WKSY
湄,INHG
湋,INHH
湉,INTD
湎,IDMD
湌,IWYE
湍,|||||
湓,IWVL
湖,IDEG
湔,IUEJ
湛,IADN
湘,ISHG
湞,IHMY
湟,IRGG
纮,XDCY
纯,XGBN
纬,XFNH
纭,XFCY
纪,XNN
纫,XVYY
纨,XVYY
纩,XYT
约,XQYY
级,XEYY
纤,XTFH
纥,XTNN
红,XAG
纣,XFY
纠,XNHH
纡,XGFH
纾,XCBH
线,XGT
纽,XNFG
纺,XYN
纸,XQAN
纹,XYY
纶,XWXN
纷,XWVN
纵,XWWY
纲,XMQY
纳,XMWY
纰,XXXN
纱,XITT
纏,XYJF
續,XFLM
纍,LLLI
纊,|||||
纈,XFKM
醅,SGUK
纂,THDI
洣,IOY
纜,XAHQ
纝,XLLI
纛,GXFI
纘,XTFM
纓,XMMV
鱝,QOFM
暹,JWYP
暸,JDUI
鱘,QOVF
鱚,QOFK
鱔,QOUK
暱,JAAK
鱖,QODW
鱑,QOAW
鱓,QOKF
鱒,QOUF
暫,LRJF
醌,SGJX
鱏,QOSJ
暨,VCAG
鱉,|||||
暮,AJDJ
鱅,QOYH
暢,JHJR
鱇,QOYI
暧,JEPC
鱼,QGF
鱿,QGDN
暘,JJGR
鱸,QOHL
暝,JPJU
梢,SIEG
鱵,QOTT
鱷,QOGK
暐,JNHH
暗,JUJG
暖,JEFC
暕,JGLI
鱭,QOYF
暉,JPLH
暈,JPLJ
暎,JAMD
暌,JWGD
鱤,QODN
暁,JFAQ
洮,IIQN
暇,JNHC
鱠,QOWJ
鱣,QOYG
暄,JPGG
鏰,QMEE
蘪,AYNO
蘸,ASGO
蘽,ALLS
彷,TYN
影,JYIE
彰,UJET
彳,TTTH
彼,THCY
役,TMCY
彻,TAVN
彤,|||||
彧,AKGE
彦,UTER
彡,ETTT
形,GAET
彭,FKUE
彬,SSET
彩,ESET
彪,HAME
录,VIU
彗,DHDV
彖,XEU
当,IVF
归,JVG
棠,IPKS
彜,XGOA
蘄,AKKR
彘,XGXX
彀,FPGC
彌,XGWQ
鉀,QLH
彎,XYXX
彈,XKKF
彊,XGLG
灤,IXYS
鄺,YAMB
貝,MHNY
貞,HMU
貘,EEAD
貛,EEAY
貕,EEED
貔,EETX
貓,EEAL
貒,EEMJ
貍,|||||
貌,EERQ
貉,EETK
貊,EEDJ
貅,EEWS
貂,EEVK
貽,MCKG
貼,MHKG
貿,QYVM
貸,WAMU
鬦,HGGF
貺,MKQN
貴,|||||
買,|||||
龋,HWBY
貳,AFMI
貲,HXMU
責,GMU
貯,MPSH
販,MRCY
貨,WXMU
貫,|||||
貪,WYNM
鄹,BCTB
貧,WVMU
財,MFTT
負,|||||
貢,AMU
龜,TMGG
龟,QJNB
龛,WGKX
龐,YUED
癇,UUED
癆,UOOL
癅,UGAL
癄,|||||
癃,UBTG
療,UDUI
霰,FAET
癀,UAMW
霾,FEEF
癍,UGYG
癌,UKKM
癊,UBWC
霸,FAFE
霹,FNKU
癖,UNKU
霤,|||||
癔,UUJN
癓,UTMT
癒,UWGN
霡,FEYI
癟,UTHA
癞,UGKM
霭,FYJN
霪,FIEF
癘,UAJY
癧,UDTH
癥,UTMT
癤,UTVB
癣,UQGD
癢,UUDE
癡,UXTH
霑,FIHK
癯,UHHY
癮,UBEN
霜,FSHF
癬,UQOD
癫,UFHM
癩,UGKM
霆,FTFP
震,FDFE
霄,FIEF
霅,FYF
癲,UFHM
癱,UAKY
霁,FYJJ
霎,FUVF
百,DJF
白,RRRR
霍,FWYF
登,WGKU
霈,FIGH
霉,FTXU
侵,WVPC
倏,WHTD
倌,WPNN
倍,WUKG
個,WLDG
倉,WYVK
倆,|||||
龠,WGKA
便,WGJQ
尉,NFIF
倀,WDEY
倞,WYIY
借,WAJG
侧,WMJH
侦,WHMY
倚,WDSK
侠,WGUW
侣,WKKG
候,WHND
侬,WPEY
侯,WNTD
侮,WTXU
倒,WGCJ
侨,WTDJ
們,WUG
倮,WJSY
侔,WCRH
侗,WMGK
倭,WTVG
侑,WDEG
倫,WWGA
倨,WNDG
倩,WGEG
倦,WUDB
倥,WPWA
侘,WPTA
供,WAWY
倡,WJJG
侅,WYNW
侄,WGCF
值,WFHG
來,SWWI
侁,WTFQ
倸,WESY
侍,WFFY
倴,WDFA
侉,WDFN
侈,WQQY
例,|||||
濤,IFNF
濠,IYPE
濡,IFDJ
濬,IHPH
濮,IWOY
濯,INWY
濫,IAHL
濶,IUTD
濰,IXWY
濱,IPGM
濼,IXRS
濺,|||||
濄,IMNP
濇,IFWK
激,IRYT
濁,ILQJ
濂,IYUO
濃,IMAE
濉,IHWY
濕,|||||
濑,IGKM
濒,IHIM
尷,|||||
濞,ITHJ
濟,IYVF
濘,IPNS
塬,FDRI
腹,ETJT
倜,|||||
风,MQI
腫,ETGF
飆,DDDJ
愴,NWYK
蟶,JBKG
蟷,JIPL
蟲,JJJU
蟾,|||||
乾,FJTN
蟹,QEVJ
蟦,JFAM
蟥,JAMW
蟣,JXXT
蟠,JTOL
蟮,JUDK
蟯,JFFQ
蟬,JKKF
蟪,JGJN
蟕,JHXE
蟒,JADA
蟓,JQJE
蟑,JUJH
蟟,JDUI
蟛,JFKE
蟆,JAJD
蟇,AJDJ
蟄,FUFJ
蟅,JYAO
愿,DRIN
蟀,JYXF
蟎,JAMY
蟊,CBTJ
蟋,JTON
蟈,JLAG
飫,WYVD
愀,NTOY
乳,EBNN
愈,WGEN
乩,HKNN
愍,NATN
氟,RNXJ
坏,FGIY
鄞,AKGB
坴,FWFF
坷,FSKG
也,BNHN
盾,RFHD
愛,EPNT
氘,RNJJ
坿,FWFY
礱,UEGD
礴,DAIF
氛,RNWV
示,FIU
礼,PYNN
礽,PYEN
社,PYFG
礿,PYQY
礤,DAWI
乒,|||||
礦,DYAW
礧,DLLL
礪,DDAY
乓,RGYU
礬,SQQD
礓,DGLG
乍,THFD
礙,DXTH
礜,WFGD
礞,DAPE
礁,DWYO
坦,FJGG
礄,DTDK
礅,DYBT
坡,FHCY
礎,DSSH
义,YQI
鷦,WYOO
鷥,XXIO
显,JOGF
昺,JGMW
昵,JNXN
昴,JQTB
坢,FUFH
昱,JUF
鷪,HHPO
鷩,UMIO
昭,JVKG
昬,NAJF
是,JGHU
鷴,USWO
鷳,UEWO
鷲,YIDO
昪,JCAJ
春,DWJF
昧,JFIY
鷼,UJWO
鷺,KHTO
鷸,CBTO
昝,THJF
星,|||||
昙,JFCU
鷂,ERMO
鷀,UXXO
昕,JRH
昔,AJF
易,JQRR
鷗,AKKO
昌,JJF
昏,QAJF
明,JEG
鷓,YAOO
乂,QTY
昊,JGDU
昇,JTAJ
昆,JXXB
鷚,NWEO
昃,JDWU
昂,JQBJ
齙,HWWN
氦,RNYW
钸,QDMH
钹,QDCY
钺,QANT
益,UWLF
钼,QHG
钽,QJGG
钾,QLH
盎,MDLF
钰,QGYY
钱,QGT
钲,QGHG
盂,GFLF
盅,KHLF
钵,QSGG
钶,QSKG
盆,WVLF
钩,QQCY
钪,QYMN
钫,QYN
钬,QOY
钭,QUFH
钮,QNFG
钯,QCN
监,JTYL
钡,QMY
钢,QMQY
钣,QRCY
钤,QWYN
钥,QEG
钦,QQWY
钧,QQUG
钘,QGAH
钙,QGHN
盫,|||||
钛,QDYY
钜,QANG
钝,QGBN
盯,HSH
目,HHHH
钐,QET
監,AHNL
钓,QQYY
盥,QGIL
盤,TEML
盧,HALL
钗,QCYY
针,QFH
相,SHG
钊,QJH
钋,QHY
钌,QBH
盼,HWVN
钎,QTFH
钏,QKH
盱,HGFH
盲,YNHF
直,FHF
钆,QNN
鐗,QUEG
趿,KHEY
足,KHU
鐙,|||||
廿,AGHG
廼,SPD
建,VFHP
廷,TFPD
延,THPD
廵,VPV
廳,YBGN
鐠,QUOJ
廬,YHAL
廪,YYLI
廨,YQEH
廧,YFWK
廣,YAMW
廢,YWXC
廡,YRLO
廠,YIMT
廟,YFJE
廛,YJFF
廚,YFKF
廙,YLAW
廖,YNWE
廓,YYBB
廒,YGQT
廑,YAKG
氯,RNVI
廏,YRXC
廊,YYVB
廉,YUVO
廄,YVCC
廁,|||||
駿,CCWT
氮,RNOO
趙,FHIE
鄏,DFEB
趑,FHUW
鸭,LQYG
趕,FHJF
趔,FHGJ
货,WXMU
账,MTAY
败,MTY
贤,JCMU
责,GMU
氪,RNDQ
贡,AMU
贯,XFMU
贮,MPGG
购,|||||
贬,MTPY
贫,WVMU
贪,WYNM
贩,MRCY
质,RFMI
贷,WAMU
贶,MKQN
贵,KHGM
贴,MHKG
贲,FAMU
贱,MGT
贰,AFMI
贿,MDEG
贾,SMU
贽,RVYM
贼,MADT
贻,MCKG
贺,LKMU
费,XJMU
贸,QYVM
贅,GQTM
贄,FUFM
贏,YNKY
贍,MQDY
贋,DWWM
贊,|||||
贈,MULJ
贖,MFLM
贐,MVHL
负,QMU
贞,HMU
贝,MHNY
贜,MADT
贛,UJTM
葸,ALNU
葺,AKBF
葽,ASVF
電,FJNB
葰,AWCT
葱,AQRN
葳,ADGT
葵,AWGD
葶,AYPS
葷,APLJ
葩,ARCB
葪,AQEJ
葫,ADEF
葬,AGQA
葭,ANHC
葡,AQGY
董,ATGF
葤,AXFU
葦,ANHH
葧,AFPL
葙,ASHF
葚,AADN
葛,AJQN
葜,ADHD
葑,AFFF
葒,AXAF
葖,APWD
著,|||||
葈,ACKS
葉,AANS
葍,AGKL
葎,ATVH
葃,AJTF
葅,AWWG
葆,AWKS
訸,YTY
举,IWFH
丽,|||||
垓,FYNW
主,YGD
为,YLYI
丹,MYD
丸,VYI
丶,YYLL
垚,FFFF
垛,FMSY
垜,FESY
串,KKHK
垞,FPTA
丰,DHK
中,KHK
垃,FUG
垄,DXFF
个,WHJ
垆,FHNT
垇,FMMG
丧,FUEU
並,UOGF
严,GODR
型,GAJF
雾,FTLB
丢,TFCU
丞,BIGF
垲,FMNN
东,|||||
丛,WWGF
业,OGD
丙,GMWI
丘,RGD
垸,FPFQ
世,ANV
丕,GIGF
且,|||||
专,FNYI
丑,NFD
丐,GHNV
垠,FVEY
与,GNGD
垢,|||||
垣,FGJG
下,GHI
上,HHGG
三,DGGG
丈,DYI
万,DNV
垩,GOGF
垫,RVYF
七,AGN
垭,FGOG
垮,FDFN
一,GGLL
潮,IFJE
潯,IVAF
潭,ISJH
潦,IDUI
潤,IUGG
潢,IAMW
潿,ILNH
潼,IUJF
潺,INBB
潸,ISSE
潴,IQTJ
潲,ITIE
潰,IKHM
潍,IXWY
潋,IWGT
潆,IAPI
潇,IAVJ
潄,IGKT
氾,IBN
潞,IKHK
潟,IVQO
潜,IFWJ
潚,IVHH
潛,IAQJ
潘,ITOL
潙,|||||
潔,IDHI
潑,IWXC
禺,JMHY
离,YBMC
禹,TKMY
禾,TTTT
禽,WYBC
禳,PYYE
禰,PYGQ
禱,PYFF
禪,PYKF
禮,PYMU
禠,PYRM
禡,PYCY
禧,PYFK
禥,PYAF
禚,PYUO
禕,PYNH
禊,PYDD
禎,PYHM
福,PYGL
禍,PYMK
禀,YLKI
禁,SSFI
禄,PYVI
禅,PYUF
鵪,DJNO
鵬,EEWO
鵯,RTFO
鵡,GAHO
鵠,|||||
雀,IWYF
镌,QWYE
鵽,CCCO
鵰,MFKO
鵲,AJWO
鵏,GEHO
鵂,|||||
鵝,TRNO
鵜,UXHO
鵞,TRNO
鵑,KEWO
鵓,FPBO
鵒,WWKO
鵕,CWTO
铃,QWYC
璩,GHAE
叮,KSH
枇,SXXN
构,SQCY
极,SEYY
枏,SMFG
枋,SYN
枊,SQBH
枉,SGG
林,SSY
枕,SPQN
析,SRH
枞,SWWY
枝,SFCY
果,JSI
枚,STY
枘,SMWY
枧,SMQN
枥,SDLN
枣,GMIU
枢,SAQY
璇,GYTH
枯,SDG
枭,QYNS
枫,SMQY
枪,SWBN
枨,STAY
枷,SLKG
架,LKSU
枵,SKGN
枳,SKWY
枱,SCKG
枰,SGUH
枹,SQNN
枸,SQKG
趨,FHQT
又,CCCC
鐇,QTOL
鐊,QBJR
鐋,QIJR
趣,FHBC
鐉,QNNW
鐎,QWYO
鐏,QUSF
鐍,QCBK
鐒,QOOL
趸,DNKH
鐐,QDUI
趺,KHFW
趼,KHGA
鐔,QSJH
趾,KHHG
趱,FHTM
鐘,QUJF
趲,FHTM
趵,KHQY
趴,KHWY
鐝,QDUW
趋,FHQV
越,FHAT
鐦,QUGA
鐧,QUJG
趁,FHWE
鐫,QWYM
鐨,QXJM
趂,FHQI
鐮,QYUO
趄,FHEG
鐲,QLQJ
鐳,QFLG
趟,FHIK
鐵,QFAG
鐺,QIPL
鐸,QLFF
鐾,NKUQ
鐿,QUJN
镟,QYTH
幃,MHNH
幂,PJDH
幅,MHGL
幄,MHNF
幌,MHJQ
幕,AJDH
幔,MHJC
幗,MHLG
幖,MHSI
幙,MHAD
幘,MHGM
幛,MHUJ
幟,MHUJ
幞,MHOY
幡,|||||
幣,UMIH
幢,MHUF
幨,MHQY
幫,FFFH
幬,MHFF
幮,MHYF
平,GUHK
干,FGGH
幵,FTFH
年,RHFK
幷,TFTF
并,UAJ
幹,|||||
幸,FUFJ
幻,XNN
幺,XNNY
幽,XXMK
幼,XLN
广,YYGT
煒,ONHH
煑,FTJO
煗,ODMD
煖,OEFC
煕,AHHO
煙,OSFG
煞,QVTO
汨,IJG
煜,OJUG
煇,OPLH
煅,OWDC
煊,OPGG
煉,|||||
珢,GVEY
煏,OGKL
煎,|||||
煌,ORGG
煳,ODEG
煲,WKSO
煺,OVEP
煸,OYNA
煽,OYNN
煢,OOPF
煠,OANS
照,JVKO
煦,JQKO
煤,OAFS
煩,|||||
煨,OLGE
煮,FTJO
煬,OJGR
